ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,TotalVisiting
0,39.0,Self Enquiry,3,9.0,Salaried,Female,4.0,Deluxe,5.0,Married,5.0,0,4,0,Manager,25571.0,5.0
0,35.0,Self Enquiry,3,22.0,Small Business,Female,4.0,Deluxe,5.0,Unmarried,3.0,0,1,1,Manager,24803.0,7.0
0,26.0,Self Enquiry,1,26.0,Small Business,Male,4.0,Basic,3.0,Divorced,5.0,0,5,1,Executive,22347.0,7.0
1,59.0,Self Enquiry,1,14.0,Small Business,Female,5.0,Standard,5.0,Divorced,2.0,1,4,1,Senior Manager,28686.0,4.0
0,41.0,Self Enquiry,1,7.0,Salaried,Male,4.0,Basic,4.0,Divorced,5.0,0,1,1,Executive,21065.0,5.0
0,37.0,Company Invited,3,14.0,Small Business,Female,2.0,Deluxe,5.0,Divorced,4.0,0,1,1,Manager,23317.0,4.0
0,49.0,Self Enquiry,1,11.0,Salaried,Male,4.0,Standard,3.0,Unmarried,3.0,0,5,1,Senior Manager,26576.0,5.0
0,28.0,Self Enquiry,3,18.0,Small Business,Female,2.0,Basic,3.0,Divorced,2.0,0,3,1,Executive,21212.0,6.0
0,52.0,Self Enquiry,1,18.0,Large Business,Female,5.0,Super Deluxe,4.0,Unmarried,5.0,0,1,0,AVP,31820.0,5.0
0,19.0,Company Invited,1,7.0,Salaried,Female,4.0,Basic,3.0,Unmarried,3.0,0,5,1,Executive,20289.0,6.0
0,36.0,Self Enquiry,1,7.0,Small Business,Female,5.0,Deluxe,3.0,Divorced,2.0,0,1,1,Manager,24041.0,5.0
0,28.0,Company Invited,3,9.0,Salaried,Male,6.0,Deluxe,3.0,Unmarried,5.0,0,4,1,Manager,23749.0,5.0
1,56.0,Self Enquiry,3,20.0,Small Business,Male,2.0,Super Deluxe,3.0,Unmarried,8.0,1,3,1,AVP,32373.0,5.0
0,57.0,Self Enquiry,1,30.0,Salaried,Male,4.0,Super Deluxe,4.0,Divorced,6.0,1,4,1,AVP,32080.0,7.0
0,35.0,Company Invited,1,33.0,Large Business,Female,5.0,Basic,3.0,Married,3.0,0,1,1,Executive,20707.0,5.0
0,41.0,Self Enquiry,1,9.0,Small Business,Female,2.0,Deluxe,3.0,Married,7.0,0,3,1,Manager,25055.0,4.0
0,35.0,Self Enquiry,1,36.0,Small Business,Male,4.0,Deluxe,3.0,Divorced,6.0,0,3,0,Manager,24107.0,4.0
1,32.0,Company Invited,3,9.0,Salaried,Female,5.0,Basic,3.0,Unmarried,2.0,0,5,0,Executive,21463.0,5.0
1,36.0,Company Invited,3,25.0,Small Business,Female,4.0,Deluxe,3.0,Divorced,2.0,1,5,1,Manager,23292.0,7.0
0,39.0,Company Invited,1,14.0,Salaried,Male,2.0,Basic,3.0,Married,3.0,0,3,0,Executive,21288.0,4.0
0,35.0,Self Enquiry,1,9.0,Large Business,Female,4.0,Deluxe,3.0,Unmarried,3.0,0,5,1,Manager,25365.0,6.0
0,29.0,Self Enquiry,3,33.0,Salaried,Male,5.0,Deluxe,5.0,Divorced,3.0,0,4,1,Manager,23402.0,4.0
1,32.0,Self Enquiry,1,29.0,Small Business,Male,4.0,Deluxe,3.0,Divorced,3.0,1,5,1,Manager,24857.0,5.0
0,40.0,Self Enquiry,3,28.0,Salaried,Male,5.0,Deluxe,3.0,Divorced,5.0,1,1,0,Manager,24798.0,5.0
0,52.0,Company Invited,3,9.0,Small Business,Male,4.0,Standard,4.0,Divorced,4.0,0,4,0,Senior Manager,29274.0,4.0
0,42.0,Company Invited,1,29.0,Salaried,Female,4.0,Deluxe,3.0,Married,5.0,1,5,0,Manager,24145.0,5.0
0,38.0,Self Enquiry,1,11.0,Salaried,Male,4.0,Basic,3.0,Divorced,2.0,1,5,1,Executive,21674.0,5.0
0,34.0,Company Invited,3,12.0,Salaried,Male,4.0,Deluxe,3.0,Divorced,8.0,0,1,1,Manager,28676.0,7.0
0,33.0,Self Enquiry,3,9.0,Small Business,Male,4.0,Deluxe,4.0,Divorced,2.0,1,1,0,Manager,22756.0,5.0
0,40.0,Company Invited,1,32.0,Salaried,Male,4.0,Standard,3.0,Divorced,5.0,0,1,0,Senior Manager,29598.0,5.0
0,26.0,Self Enquiry,3,25.0,Salaried,Male,2.0,Deluxe,3.0,Divorced,4.0,0,1,0,Manager,24910.0,5.0
0,53.0,Company Invited,1,35.0,Small Business,Female,2.0,Super Deluxe,3.0,Divorced,4.0,1,4,0,AVP,31925.0,4.0
0,44.0,Self Enquiry,1,13.0,Small Business,Female,5.0,Deluxe,3.0,Unmarried,3.0,1,4,1,Manager,22759.0,6.0
0,28.0,Self Enquiry,3,17.0,Small Business,Female,5.0,Deluxe,3.0,Divorced,3.0,1,3,1,Manager,24447.0,7.0
1,28.0,Self Enquiry,1,24.0,Salaried,Female,4.0,Basic,3.0,Unmarried,3.0,1,5,1,Executive,21072.0,4.0
0,27.0,Self Enquiry,1,9.0,Small Business,Male,5.0,Basic,3.0,Unmarried,2.0,0,3,0,Executive,22582.0,4.0
0,43.0,Self Enquiry,2,17.0,Salaried,Female,4.0,Super Deluxe,5.0,Divorced,2.0,0,3,0,AVP,35477.0,4.0
0,53.0,Self Enquiry,1,15.0,Salaried,Female,4.0,Basic,5.0,Divorced,2.0,0,1,1,Executive,21628.0,5.0
0,38.0,Self Enquiry,1,18.0,Small Business,Female,4.0,Basic,3.0,Unmarried,6.0,0,3,0,Executive,22307.0,6.0
0,36.0,Company Invited,1,25.0,Salaried,Male,4.0,Standard,3.0,Unmarried,4.0,0,3,0,Senior Manager,28040.0,4.0
0,26.0,Self Enquiry,1,7.0,Large Business,Male,4.0,Basic,3.0,Divorced,6.0,0,5,1,Executive,21907.0,5.0
0,27.0,Self Enquiry,1,14.0,Salaried,Male,2.0,Basic,5.0,Unmarried,2.0,0,1,1,Executive,22256.0,5.0
0,30.0,Self Enquiry,2,24.0,Salaried,Male,5.0,Standard,5.0,Unmarried,3.0,0,3,0,Senior Manager,26666.0,4.0
1,50.0,Company Invited,1,35.0,Salaried,Male,5.0,Deluxe,5.0,Unmarried,5.0,0,3,0,Manager,22962.0,6.0
1,30.0,Company Invited,1,21.0,Salaried,Female,4.0,Standard,3.0,Unmarried,2.0,1,5,1,Senior Manager,26231.0,4.0
0,55.0,Self Enquiry,1,7.0,Small Business,Female,4.0,Super Deluxe,3.0,Unmarried,3.0,0,4,1,AVP,36006.0,5.0
0,59.0,Self Enquiry,1,7.0,Small Business,Female,4.0,King,3.0,Divorced,5.0,1,1,1,VP,38379.0,7.0
0,56.0,Self Enquiry,1,7.0,Small Business,Male,2.0,Super Deluxe,3.0,Married,4.0,0,5,1,AVP,33410.0,4.0
0,37.0,Self Enquiry,3,10.0,Small Business,Female,4.0,Deluxe,4.0,Unmarried,5.0,1,4,0,Manager,27956.0,5.0
1,32.0,Company Invited,3,7.0,Salaried,Female,4.0,Basic,3.0,Unmarried,3.0,0,3,1,Executive,20037.0,5.0
0,31.0,Self Enquiry,3,14.0,Small Business,Female,4.0,Deluxe,5.0,Married,2.0,0,3,1,Manager,23457.0,5.0
0,32.0,Self Enquiry,1,15.0,Salaried,Female,4.0,Super Deluxe,4.0,Unmarried,5.0,0,1,1,AVP,35100.0,5.0
0,35.0,Company Invited,1,7.0,Salaried,Male,4.0,Basic,5.0,Married,7.0,0,1,1,Executive,21674.0,7.0
1,32.0,Self Enquiry,1,15.0,Salaried,Female,4.0,Basic,4.0,Unmarried,3.0,0,4,0,Executive,19939.0,5.0
0,28.0,Self Enquiry,1,18.0,Salaried,Male,4.0,Basic,5.0,Divorced,2.0,0,5,1,Executive,20777.0,7.0
0,37.0,Self Enquiry,1,11.0,Salaried,Male,5.0,Deluxe,3.0,Unmarried,3.0,0,5,1,Manager,24488.0,5.0
0,37.0,Self Enquiry,3,23.0,Small Business,Female,5.0,Deluxe,5.0,Divorced,6.0,0,5,1,Manager,24325.0,5.0
0,48.0,Self Enquiry,1,7.0,Large Business,Male,4.0,Basic,3.0,Divorced,2.0,0,3,1,Executive,22098.0,5.0
1,26.0,Self Enquiry,3,16.0,Salaried,Male,5.0,Basic,5.0,Divorced,5.0,0,1,1,Executive,23078.0,5.0
0,38.0,Company Invited,1,12.0,Large Business,Male,2.0,Basic,3.0,Unmarried,2.0,0,5,1,Executive,22178.0,4.0
0,57.0,Self Enquiry,1,7.0,Salaried,Female,4.0,Basic,5.0,Divorced,4.0,0,5,1,Executive,20744.0,5.0
0,48.0,Self Enquiry,1,9.0,Small Business,Female,4.0,Super Deluxe,3.0,Divorced,3.0,0,5,1,AVP,35847.0,4.0
0,25.0,Self Enquiry,3,11.0,Small Business,Female,4.0,Deluxe,3.0,Divorced,3.0,1,5,1,Manager,22840.0,4.0
0,33.0,Self Enquiry,3,14.0,Small Business,Male,4.0,Deluxe,3.0,Divorced,6.0,0,5,1,Manager,27882.0,6.0
0,35.0,Self Enquiry,1,7.0,Salaried,Female,5.0,Basic,4.0,Divorced,7.0,0,1,1,Executive,21972.0,5.0
0,42.0,Self Enquiry,1,12.0,Small Business,Male,2.0,Basic,3.0,Divorced,4.0,1,1,1,Executive,20805.0,5.0
0,41.0,Company Invited,1,16.0,Salaried,Male,4.0,Deluxe,3.0,Married,5.0,0,3,1,Manager,22653.0,4.0
0,32.0,Self Enquiry,3,15.0,Salaried,Male,4.0,Standard,3.0,Married,3.0,0,3,1,Senior Manager,29471.0,4.0
1,47.0,Self Enquiry,3,16.0,Small Business,Male,4.0,Standard,3.0,Married,6.0,0,3,0,Senior Manager,28774.0,5.0
1,40.0,Company Invited,1,9.0,Salaried,Female,5.0,Basic,5.0,Unmarried,4.0,1,3,0,Executive,22324.0,4.0
1,32.0,Company Invited,1,7.0,Salaried,Female,2.0,Standard,4.0,Unmarried,3.0,0,3,1,Senior Manager,26124.0,7.0
0,46.0,Self Enquiry,1,27.0,Small Business,Male,6.0,Standard,5.0,Married,4.0,1,3,0,Senior Manager,29529.0,5.0
0,32.0,Self Enquiry,2,15.0,Small Business,Female,2.0,Basic,4.0,Unmarried,2.0,0,1,0,Executive,20787.0,7.0
1,32.0,Company Invited,1,9.0,Salaried,Male,4.0,Basic,3.0,Divorced,8.0,1,3,1,Executive,22400.0,6.0
0,46.0,Self Enquiry,1,36.0,Large Business,Male,4.0,Standard,3.0,Divorced,6.0,1,5,1,Senior Manager,28058.0,4.0
0,49.0,Self Enquiry,3,14.0,Small Business,Male,4.0,Deluxe,5.0,Married,6.0,0,4,1,Manager,24164.0,6.0
1,35.0,Self Enquiry,2,16.0,Large Business,Female,4.0,Basic,3.0,Divorced,3.0,0,1,1,Executive,21420.0,4.0
0,41.0,Company Invited,1,15.0,Small Business,Male,5.0,Standard,4.0,Married,4.0,0,1,1,Senior Manager,32435.0,5.0
0,29.0,Self Enquiry,3,12.0,Small Business,Male,4.0,Deluxe,5.0,Unmarried,2.0,0,1,1,Manager,27141.0,4.0
0,45.0,Company Invited,1,12.0,Salaried,Male,5.0,Basic,3.0,Unmarried,5.0,0,1,0,Executive,21840.0,5.0
0,54.0,Self Enquiry,1,9.0,Small Business,Male,2.0,Super Deluxe,4.0,Unmarried,6.0,0,1,1,AVP,35276.0,4.0
0,50.0,Self Enquiry,1,12.0,Large Business,Male,4.0,Deluxe,3.0,Divorced,4.0,0,3,0,Manager,25329.0,5.0
0,41.0,Self Enquiry,1,9.0,Small Business,Male,4.0,Basic,3.0,Married,4.0,0,1,0,Executive,21023.0,5.0
0,45.0,Self Enquiry,1,27.0,Salaried,Male,4.0,Basic,4.0,Unmarried,3.0,0,5,1,Executive,22098.0,5.0
0,34.0,Company Invited,3,14.0,Small Business,Male,4.0,Deluxe,5.0,Divorced,2.0,0,3,0,Manager,23051.0,4.0
0,35.0,Self Enquiry,3,10.0,Salaried,Male,6.0,Deluxe,5.0,Unmarried,5.0,0,5,1,Manager,23437.0,5.0
0,31.0,Self Enquiry,3,23.0,Salaried,Male,4.0,Deluxe,3.0,Divorced,2.0,0,3,0,Manager,23979.0,7.0
0,43.0,Company Invited,1,16.0,Small Business,Female,4.0,Basic,3.0,Unmarried,3.0,0,4,1,Executive,22351.0,6.0
0,45.0,Company Invited,3,7.0,Small Business,Female,4.0,Deluxe,3.0,Divorced,2.0,0,4,1,Manager,23446.0,6.0
0,31.0,Company Invited,1,14.0,Large Business,Male,4.0,Basic,3.0,Married,3.0,0,5,0,Executive,19952.0,5.0
0,58.0,Self Enquiry,1,7.0,Salaried,Male,2.0,Deluxe,3.0,Divorced,2.0,0,3,1,Manager,23578.0,7.0
0,50.0,Self Enquiry,1,14.0,Salaried,Male,4.0,Standard,4.0,Married,5.0,0,4,0,Senior Manager,29144.0,5.0
0,35.0,Company Invited,1,22.0,Small Business,Male,4.0,Super Deluxe,5.0,Married,3.0,0,4,1,AVP,35685.0,7.0
1,29.0,Company Invited,3,7.0,Large Business,Male,4.0,Basic,3.0,Divorced,5.0,0,3,1,Executive,21587.0,5.0
1,30.0,Company Invited,3,20.0,Large Business,Female,4.0,Deluxe,4.0,Unmarried,7.0,0,3,0,Manager,24443.0,5.0
1,35.0,Self Enquiry,3,31.0,Small Business,Female,5.0,Deluxe,4.0,Unmarried,2.0,1,5,1,Manager,23277.0,4.0
0,36.0,Self Enquiry,3,14.0,Salaried,Male,4.0,Basic,3.0,Divorced,3.0,0,3,1,Executive,21082.0,5.0
1,25.0,Company Invited,1,16.0,Small Business,Male,4.0,Basic,5.0,Unmarried,4.0,1,3,0,Executive,21850.0,5.0
0,25.0,Company Invited,3,20.0,Salaried,Female,4.0,Basic,4.0,Divorced,3.0,0,1,0,Executive,20711.0,5.0
0,45.0,Company Invited,1,9.0,Small Business,Male,4.0,Standard,3.0,Unmarried,7.0,1,1,0,Senior Manager,28887.0,5.0
0,30.0,Self Enquiry,3,26.0,Salaried,Male,5.0,Deluxe,3.0,Married,3.0,0,4,1,Manager,27298.0,5.0
0,31.0,Self Enquiry,2,7.0,Salaried,Male,4.0,Basic,3.0,Married,2.0,0,1,0,Executive,20742.0,5.0
0,56.0,Self Enquiry,1,11.0,Salaried,Male,4.0,Deluxe,3.0,Divorced,2.0,1,4,0,Manager,22713.0,3.0
0,34.0,Self Enquiry,1,11.0,Small Business,Female,5.0,Basic,4.0,Divorced,2.0,0,1,0,Executive,22516.0,4.0
0,48.0,Self Enquiry,3,21.0,Small Business,Female,4.0,Deluxe,3.0,Divorced,5.0,1,5,1,Manager,23269.0,5.0
1,29.0,Company Invited,1,9.0,Small Business,Male,5.0,Basic,5.0,Unmarried,2.0,0,4,0,Executive,21239.0,4.0
0,29.0,Self Enquiry,1,7.0,Salaried,Male,5.0,Basic,3.0,Married,3.0,0,4,0,Executive,20241.0,6.0
0,29.0,Company Invited,3,14.0,Salaried,Male,4.0,Deluxe,5.0,Unmarried,2.0,0,3,1,Manager,23576.0,5.0
0,50.0,Self Enquiry,1,10.0,Small Business,Female,5.0,Deluxe,5.0,Divorced,6.0,0,3,1,Manager,23467.0,5.0
0,30.0,Company Invited,1,9.0,Salaried,Female,4.0,Basic,4.0,Divorced,2.0,0,5,0,Executive,21858.0,7.0
0,29.0,Self Enquiry,1,36.0,Salaried,Male,6.0,Deluxe,4.0,Divorced,3.0,0,1,1,Manager,25227.0,7.0
0,34.0,Self Enquiry,1,15.0,Salaried,Male,4.0,Deluxe,3.0,Unmarried,4.0,1,3,0,Manager,25066.0,7.0
0,33.0,Self Enquiry,1,17.0,Small Business,Male,4.0,Standard,3.0,Unmarried,4.0,0,1,0,Senior Manager,29922.0,3.0
0,55.0,Company Invited,1,18.0,Small Business,Female,4.0,Super Deluxe,3.0,Married,5.0,0,3,1,AVP,34710.0,4.0
1,30.0,Self Enquiry,1,7.0,Large Business,Male,5.0,Basic,5.0,Unmarried,8.0,0,3,0,Executive,21040.0,7.0
0,45.0,Self Enquiry,1,35.0,Salaried,Male,4.0,Super Deluxe,5.0,Divorced,5.0,0,1,1,AVP,35006.0,4.0
0,40.0,Self Enquiry,1,13.0,Salaried,Female,4.0,Standard,4.0,Unmarried,6.0,0,3,0,Senior Manager,27054.0,5.0
0,47.0,Self Enquiry,3,10.0,Salaried,Female,4.0,Super Deluxe,4.0,Divorced,2.0,0,4,1,AVP,35284.0,4.0
0,36.0,Self Enquiry,1,23.0,Salaried,Female,5.0,Standard,4.0,Unmarried,3.0,0,1,1,Senior Manager,27284.0,7.0
0,24.0,Self Enquiry,1,27.0,Salaried,Male,4.0,Deluxe,3.0,Unmarried,2.0,0,4,1,Manager,20950.0,7.0
1,41.0,Self Enquiry,1,16.0,Salaried,Male,4.0,Basic,5.0,Unmarried,5.0,0,1,1,Executive,20696.0,5.0
0,35.0,Self Enquiry,3,7.0,Large Business,Male,5.0,Standard,3.0,Divorced,3.0,1,1,1,Senior Manager,25761.0,6.0
1,32.0,Company Invited,1,10.0,Salaried,Female,4.0,Basic,3.0,Unmarried,3.0,0,4,1,Executive,22762.0,5.0
0,51.0,Company Invited,1,29.0,Small Business,Male,6.0,Super Deluxe,3.0,Unmarried,3.0,1,1,1,AVP,33089.0,5.0
0,35.0,Self Enquiry,3,14.0,Large Business,Male,4.0,Basic,3.0,Married,2.0,1,1,0,Executive,20986.0,5.0
0,43.0,Self Enquiry,1,9.0,Small Business,Male,5.0,Basic,4.0,Married,6.0,0,1,1,Executive,23519.0,7.0
0,38.0,Self Enquiry,1,20.0,Small Business,Male,4.0,Deluxe,3.0,Married,3.0,0,1,0,Manager,22963.0,4.0
0,30.0,Self Enquiry,1,15.0,Salaried,Female,6.0,Deluxe,5.0,Married,5.0,0,1,0,Manager,28393.0,4.0
0,34.0,Self Enquiry,1,32.0,Salaried,Male,5.0,Deluxe,4.0,Unmarried,3.0,0,1,0,Manager,22998.0,5.0
0,46.0,Self Enquiry,1,35.0,Large Business,Male,4.0,Basic,3.0,Married,6.0,0,3,1,Executive,20810.0,7.0
0,43.0,Company Invited,1,9.0,Salaried,Male,4.0,Standard,3.0,Married,4.0,1,3,1,Senior Manager,28802.0,4.0
0,41.0,Self Enquiry,3,16.0,Small Business,Male,4.0,Deluxe,5.0,Married,2.0,0,3,1,Manager,24151.0,5.0
0,34.0,Self Enquiry,1,35.0,Salaried,Male,4.0,Deluxe,3.0,Married,3.0,1,1,1,Manager,23885.0,5.0
0,41.0,Self Enquiry,2,13.0,Small Business,Male,4.0,Super Deluxe,3.0,Unmarried,3.0,1,3,1,AVP,35115.0,4.0
0,25.0,Self Enquiry,1,28.0,Large Business,Male,5.0,Basic,5.0,Married,2.0,0,3,0,Executive,20974.0,4.0
0,41.0,Company Invited,1,15.0,Salaried,Male,4.0,Deluxe,3.0,Married,5.0,1,3,1,Manager,22747.0,6.0
0,46.0,Self Enquiry,1,7.0,Large Business,Male,4.0,Standard,4.0,Married,3.0,0,3,1,Senior Manager,26119.0,6.0
0,36.0,Self Enquiry,3,35.0,Salaried,Female,5.0,Basic,3.0,Married,2.0,0,4,1,Executive,21108.0,7.0
0,33.0,Self Enquiry,1,12.0,Salaried,Female,5.0,Deluxe,4.0,Married,5.0,0,3,1,Manager,24556.0,5.0
0,37.0,Self Enquiry,3,9.0,Salaried,Male,4.0,Basic,3.0,Unmarried,5.0,1,3,0,Executive,21322.0,5.0
0,49.0,Self Enquiry,3,23.0,Salaried,Female,4.0,Deluxe,3.0,Married,2.0,0,4,1,Manager,25117.0,5.0
0,30.0,Self Enquiry,1,16.0,Salaried,Male,2.0,Basic,3.0,Married,8.0,0,5,1,Executive,21129.0,5.0
0,34.0,Self Enquiry,3,15.0,Salaried,Male,4.0,Deluxe,5.0,Married,4.0,0,5,1,Manager,25070.0,4.0
1,31.0,Self Enquiry,3,7.0,Salaried,Male,5.0,Deluxe,5.0,Married,3.0,0,4,1,Manager,28392.0,6.0
0,39.0,Company Invited,2,17.0,Salaried,Male,4.0,Deluxe,3.0,Married,5.0,0,3,0,Manager,24755.0,7.0
0,36.0,Self Enquiry,1,7.0,Small Business,Male,5.0,Basic,5.0,Unmarried,3.0,0,1,0,Executive,21128.0,7.0
0,31.0,Self Enquiry,3,36.0,Large Business,Male,4.0,Standard,4.0,Married,5.0,0,4,0,Senior Manager,27928.0,5.0
1,36.0,Self Enquiry,1,9.0,Salaried,Female,4.0,Basic,5.0,Married,3.0,1,1,1,Executive,20752.0,6.0
1,54.0,Self Enquiry,1,9.0,Large Business,Female,5.0,Standard,3.0,Married,2.0,0,5,1,Senior Manager,28847.0,7.0
1,39.0,Self Enquiry,1,9.0,Small Business,Male,4.0,Deluxe,4.0,Married,6.0,0,4,0,Manager,23533.0,4.0
0,33.0,Company Invited,1,7.0,Large Business,Male,4.0,Deluxe,5.0,Married,6.0,0,4,1,Manager,22765.0,7.0
0,49.0,Self Enquiry,1,22.0,Salaried,Female,4.0,Basic,5.0,Married,2.0,0,1,1,Executive,21045.0,5.0
0,35.0,Self Enquiry,1,14.0,Small Business,Male,4.0,Basic,3.0,Unmarried,3.0,0,1,0,Executive,21650.0,5.0
0,56.0,Self Enquiry,3,33.0,Small Business,Male,5.0,King,3.0,Married,3.0,0,3,1,VP,38264.0,5.0
0,35.0,Self Enquiry,1,7.0,Salaried,Male,4.0,Deluxe,3.0,Married,2.0,0,4,1,Manager,24162.0,4.0
0,27.0,Self Enquiry,1,10.0,Salaried,Female,4.0,Basic,3.0,Married,3.0,0,3,1,Executive,20739.0,5.0
0,39.0,Self Enquiry,3,21.0,Salaried,Male,4.0,Deluxe,4.0,Married,2.0,0,5,1,Manager,28602.0,7.0
0,39.0,Self Enquiry,3,23.0,Salaried,Female,4.0,Deluxe,4.0,Unmarried,4.0,0,1,0,Manager,22876.0,4.0
0,37.0,Self Enquiry,3,7.0,Salaried,Female,4.0,Deluxe,3.0,Unmarried,8.0,0,1,1,Manager,25493.0,6.0
0,30.0,Self Enquiry,1,10.0,Small Business,Male,4.0,Basic,5.0,Unmarried,3.0,1,3,0,Executive,23401.0,5.0
0,36.0,Self Enquiry,1,17.0,Small Business,Female,4.0,Deluxe,3.0,Unmarried,5.0,1,1,1,Manager,24820.0,4.0
0,40.0,Self Enquiry,3,13.0,Small Business,Male,2.0,Standard,3.0,Married,4.0,0,4,1,Senior Manager,26915.0,5.0
0,30.0,Company Invited,1,9.0,Salaried,Male,4.0,Deluxe,3.0,Married,3.0,0,3,0,Manager,27531.0,4.0
0,51.0,Self Enquiry,3,6.0,Small Business,Male,4.0,King,3.0,Married,3.0,1,5,0,VP,38009.0,5.0
0,24.0,Self Enquiry,1,17.0,Large Business,Male,2.0,Basic,3.0,Married,4.0,0,1,1,Executive,20751.0,4.0
0,37.0,Company Invited,1,13.0,Salaried,Male,2.0,Deluxe,5.0,Married,5.0,1,4,1,Manager,24240.0,6.0
0,43.0,Self Enquiry,1,16.0,Salaried,Male,5.0,King,3.0,Unmarried,2.0,0,1,1,VP,38291.0,6.0
0,36.0,Self Enquiry,1,35.0,Salaried,Male,2.0,Deluxe,3.0,Married,3.0,0,5,1,Manager,22085.0,4.0
0,35.0,Company Invited,1,17.0,Large Business,Male,5.0,Deluxe,3.0,Married,3.0,0,4,1,Manager,23741.0,6.0
0,41.0,Self Enquiry,3,21.0,Salaried,Female,4.0,Deluxe,5.0,Married,3.0,0,3,0,Manager,23317.0,5.0
0,44.0,Self Enquiry,1,34.0,Large Business,Male,2.0,Basic,4.0,Married,7.0,0,5,1,Executive,23554.0,5.0
0,36.0,Self Enquiry,1,14.0,Salaried,Male,5.0,Basic,3.0,Married,3.0,0,3,1,Executive,21368.0,5.0
0,47.0,Self Enquiry,3,7.0,Salaried,Male,2.0,Super Deluxe,5.0,Unmarried,3.0,0,4,1,AVP,36245.0,5.0
1,29.0,Self Enquiry,1,31.0,Small Business,Male,4.0,Basic,4.0,Married,3.0,1,1,0,Executive,21086.0,4.0
0,23.0,Company Invited,1,33.0,Salaried,Female,5.0,Basic,3.0,Married,3.0,1,3,0,Executive,21492.0,4.0
0,51.0,Company Invited,1,27.0,Small Business,Male,4.0,Super Deluxe,3.0,Married,4.0,1,4,1,AVP,29923.0,5.0
0,33.0,Self Enquiry,1,12.0,Salaried,Female,2.0,Basic,3.0,Married,5.0,0,5,1,Executive,21990.0,5.0
0,45.0,Self Enquiry,1,14.0,Small Business,Female,4.0,King,3.0,Married,3.0,1,4,1,VP,37727.0,5.0
0,31.0,Self Enquiry,1,14.0,Small Business,Male,5.0,Basic,4.0,Married,3.0,0,5,0,Executive,20819.0,4.0
0,46.0,Self Enquiry,1,12.0,Small Business,Female,6.0,Deluxe,5.0,Unmarried,3.0,1,3,1,Manager,24447.0,4.0
0,46.0,Company Invited,3,33.0,Small Business,Male,5.0,Deluxe,5.0,Married,3.0,0,3,0,Manager,23063.0,4.0
0,32.0,Company Invited,3,9.0,Salaried,Male,4.0,Deluxe,5.0,Unmarried,2.0,0,1,0,Manager,24010.0,4.0
0,37.0,Self Enquiry,1,19.0,Salaried,Female,4.0,Deluxe,3.0,Married,2.0,1,1,0,Manager,23341.0,7.0
0,35.0,Company Invited,1,17.0,Salaried,Male,2.0,Deluxe,3.0,Married,3.0,0,4,1,Manager,23402.0,4.0
0,50.0,Self Enquiry,1,32.0,Salaried,Female,4.0,Basic,5.0,Married,3.0,0,3,0,Executive,21889.0,4.0
0,40.0,Self Enquiry,1,17.0,Small Business,Male,4.0,Deluxe,5.0,Married,4.0,0,5,1,Manager,24055.0,7.0
0,28.0,Self Enquiry,1,26.0,Salaried,Male,5.0,Basic,5.0,Married,3.0,0,1,0,Executive,22744.0,5.0
0,36.0,Self Enquiry,1,25.0,Salaried,Male,2.0,Deluxe,5.0,Married,3.0,0,3,0,Manager,23886.0,5.0
0,29.0,Self Enquiry,1,34.0,Small Business,Female,6.0,Deluxe,5.0,Married,2.0,0,4,1,Manager,23886.0,4.0
0,22.0,Self Enquiry,1,12.0,Small Business,Male,4.0,Basic,3.0,Unmarried,3.0,0,1,1,Executive,21795.0,6.0
1,19.0,Company Invited,3,10.0,Small Business,Female,4.0,Basic,3.0,Unmarried,3.0,1,5,0,Executive,20247.0,6.0
0,48.0,Self Enquiry,2,33.0,Salaried,Female,4.0,King,3.0,Married,5.0,0,4,1,VP,38336.0,6.0
0,40.0,Self Enquiry,1,10.0,Small Business,Male,5.0,Deluxe,3.0,Married,2.0,0,4,0,Manager,21747.0,7.0
0,41.0,Self Enquiry,1,22.0,Salaried,Female,5.0,Standard,3.0,Married,3.0,0,1,1,Senior Manager,29113.0,6.0
0,36.0,Company Invited,1,15.0,Salaried,Female,4.0,Deluxe,3.0,Married,3.0,0,5,1,Manager,22826.0,5.0
0,38.0,Self Enquiry,1,26.0,Salaried,Male,4.0,Deluxe,3.0,Married,5.0,0,1,0,Manager,24446.0,4.0
0,40.0,Company Invited,1,11.0,Small Business,Female,4.0,Deluxe,3.0,Unmarried,2.0,0,3,1,Manager,23720.0,4.0
0,46.0,Self Enquiry,1,9.0,Salaried,Female,5.0,Deluxe,3.0,Married,3.0,0,4,1,Manager,24448.0,5.0
0,39.0,Self Enquiry,1,9.0,Small Business,Female,5.0,Standard,3.0,Married,5.0,1,5,1,Senior Manager,26434.0,5.0
1,36.0,Self Enquiry,3,17.0,Small Business,Male,5.0,Standard,5.0,Married,2.0,0,5,1,Senior Manager,28984.0,5.0
0,38.0,Self Enquiry,1,17.0,Small Business,Female,4.0,Basic,4.0,Married,3.0,0,1,1,Executive,22614.0,5.0
0,41.0,Self Enquiry,1,23.0,Salaried,Female,4.0,Standard,3.0,Unmarried,8.0,1,4,1,Senior Manager,26623.0,4.0
